 Coleta de lixo - Brasil
Moradores por Município
Período:2010
"Município";"Moradores"
"311690 COMENDADOR GOMES";2969
"311700 COMERCINHO";8286
"311710 CONCEICAO DA APARECIDA";9755
"311720 CONCEICAO DAS PEDRAS";2748
"311730 CONCEICAO DAS ALAGOAS";22732
"311740 CONCEICAO DE IPANEMA";4444
"311750 CONCEICAO DO MATO DENTRO";17817
"311760 CONCEICAO DO PARA";5135
"311770 CONCEICAO DO RIO VERDE";12843
"311780 CONCEICAO DOS OUROS";10334
"311783 CONEGO MARINHO";7086
"311787 CONFINS";5914
"311790 CONGONHAL";10355
"311800 CONGONHAS";48434
"311810 CONGONHAS DO NORTE";4923
"311820 CONQUISTA";6475
"311830 CONSELHEIRO LAFAIETE";115943
"311840 CONSELHEIRO PENA";22060
"311850 CONSOLACAO";1718
"311860 CONTAGEM";600219
"311870 COQUEIRAL";9255
"311880 CORACAO DE JESUS";25884
"311890 CORDISBURGO";8624
"311900 CORDISLANDIA";3383
"311910 CORINTO";23731
"311920 COROACI";10234
"311930 COROMANDEL";27292
"311940 CORONEL FABRICIANO";103240
"311950 CORONEL MURTA";9093
"311960 CORONEL PACHECO";2979
"311970 CORONEL XAVIER CHAVES";3301
"311980 CORREGO DANTA";3366
"311990 CORREGO DO BOM JESUS";3724
"311995 CORREGO FUNDO";5761
"312000 CORREGO NOVO";3123
"312010 COUTO DE MAGALHAES DE MINAS";4181
"312015 CRISOLITA";6038
"312020 CRISTAIS";11215
"312030 CRISTALIA";5740
"312040 CRISTIANO OTONI";5000
"312050 CRISTINA";10138
"312060 CRUCILANDIA";4690
"312070 CRUZEIRO DA FORTALEZA";3918
"312080 CRUZILIA";14535
"312083 CUPARAQUE";4667
"312087 CURRAL DE DENTRO";6889
"312090 CURVELO";73664
"312100 DATAS";5198
"312110 DELFIM MOREIRA";7939
"312120 DELFINOPOLIS";6781
"312125 DELTA";7826
"312130 DESCOBERTO";4748
"312140 DESTERRO DE ENTRE RIOS";6973
"312150 DESTERRO DO MELO";2993
"312160 DIAMANTINA";45515
"312170 DIOGO DE VASCONCELOS";3839
"312180 DIONISIO";8692
"312190 DIVINESIA";3292
"312200 DIVINO";18964
"312210 DIVINO DAS LARANJEIRAS";4922
"312220 DIVINOLANDIA DE MINAS";6998
"312230 DIVINOPOLIS";211835
"312235 DIVISA ALEGRE";5871
"312240 DIVISA NOVA";5739
"312245 DIVISOPOLIS";8951
"312247 DOM BOSCO";3803
"312250 DOM CAVATI";5191
"312260 DOM JOAQUIM";4510
"312270 DOM SILVERIO";5155
"312280 DOM VICOSO";2991
"312290 DONA EUSEBIA";5964
"312300 DORES DE CAMPOS";9234
"312310 DORES DE GUANHAES";5195
"312320 DORES DO INDAIA";13659
"312330 DORES DO TURVO";4438
"312340 DORESOPOLIS";1438
"312350 DOURADOQUARA";1834
"312352 DURANDE";7415
"312360 ELOI MENDES";25120
"312370 ENGENHEIRO CALDAS";10272
"312380 ENGENHEIRO NAVARRO";7074
"312385 ENTRE FOLHAS";5171
"312390 ENTRE RIOS DE MINAS";14150
"312400 ERVALIA";17877
"312410 ESMERALDAS";59914
"312420 ESPERA FELIZ";22727
"312430 ESPINOSA";30983
"312440 ESPIRITO SANTO DO DOURADO";4426
"312450 ESTIVA";10820
"312460 ESTRELA DALVA";2469
"312470 ESTRELA DO INDAIA";3493
"312480 ESTRELA DO SUL";7393
"312490 EUGENOPOLIS";10483
"312500 EWBANK DA CAMARA";3724
"312510 EXTREMA";28453
"312520 FAMA";2339
"312530 FARIA LEMOS";3361
"312540 FELICIO DOS SANTOS";5130
"312550 SAO GONCALO DO RIO PRETO";3036
"312560 FELISBURGO";6760
"312570 FELIXLANDIA";14014
"312580 FERNANDES TOURINHO";3021
"312590 FERROS";10759
"312595 FERVEDOURO";10313
"312600 FLORESTAL";6570
"312610 FORMIGA";64501
"312620 FORMOSO";8085
"312630 FORTALEZA DE MINAS";4053
"312640 FORTUNA DE MINAS";2696
"312650 FRANCISCO BADARO";10208
"312660 FRANCISCO DUMONT";4839
"312670 FRANCISCO SA";24421
"312675 FRANCISCOPOLIS";5790
"312680 FREI GASPAR";5863
"312690 FREI INOCENCIO";8686
"312695 FREI LAGONEGRO";3317
"312700 FRONTEIRA";13919
"312705 FRONTEIRA DOS VALES";4667
"312707 FRUTA DE LEITE";5929
"312710 FRUTAL";53117
"312720 FUNILANDIA";3739
"312730 GALILEIA";6914
"312733 GAMELEIRAS";5110
"312735 GLAUCILANDIA";2958
"312737 GOIABEIRA";3040
"312738 GOIANA";3646
"312740 GONCALVES";4189
"312750 GONZAGA";5898
"312760 GOUVEIA";11635
"312770 GOVERNADOR VALADARES";261517
"312780 GRAO MOGOL";14933
"312790 GRUPIARA";1368
"312800 GUANHAES";31079
"312810 GUAPE";13797
"312820 GUARACIABA";10147
"312825 GUARACIAMA";4716
"312830 GUARANESIA";18498
"312840 GUARANI";8572
"312850 GUARARA";3912
"312860 GUARDA-MOR";6526
"312870 GUAXUPE";49174
"312880 GUIDOVAL";7182
"312890 GUIMARANIA";7250
"312900 GUIRICEMA";8674
"312910 GURINHATA";5972
"312920 HELIODORA";6091
"312930 IAPU";10289
"312940 IBERTIOGA";4997
"312950 IBIA";23022
"312960 IBIAI";7792
"312965 IBIRACATU";6144
"312970 IBIRACI";11965
"312980 IBIRITE";158727
"312990 IBITIURA DE MINAS";3358
"313000 IBITURUNA";2844
"313005 ICARAI DE MINAS";10701
"313010 IGARAPE";34694
"313020 IGARATINGA";9214
"313030 IGUATAMA";7968
"313040 IJACI";5854
"313050 ILICINEA";11450
"313055 IMBE DE MINAS";6415
"313060 INCONFIDENTES";6904
"313065 INDAIABIRA";7325
"313070 INDIANOPOLIS";6183
"313080 INGAI";2615
"313090 INHAPIM";24171
"313100 INHAUMA";5740
"313110 INIMUTABA";6699
"313115 IPABA";16287
"313120 IPANEMA";18083
"313130 IPATINGA";238084
"313140 IPIACU";4093
"313150 IPUIUNA";9439
"313160 IRAI DE MINAS";6450
"313170 ITABIRA";109428
"313180 ITABIRINHA";10636
"313190 ITABIRITO";45242
"313200 ITACAMBIRA";4952
"313210 ITACARAMBI";17682
"313220 ITAGUARA";12295
"313230 ITAIPE";11753
"313240 ITAJUBA";89940
"313250 ITAMARANDIBA";31922
"313260 ITAMARATI DE MINAS";4074
"313270 ITAMBACURI";22557
"313280 ITAMBE DO MATO DENTRO";2275
"313290 ITAMOGI";10281
"313300 ITAMONTE";13880
"313310 ITANHANDU";14096
"313320 ITANHOMI";11799
"313330 ITAOBIM";20862
"313340 ITAPAGIPE";13439
"313350 ITAPECERICA";21257
"313360 ITAPEVA";8586
"313370 ITATIAIUCU";9912
"313375 ITAU DE MINAS";14907
"313380 ITAUNA";84905
"313390 ITAVERAVA";5799
"313400 ITINGA";14389
"313410 ITUETA";5818
"313420 ITUIUTABA";96658
"313430 ITUMIRIM";6124
"313440 ITURAMA";34031
"313450 ITUTINGA";3911
"313460 JABOTICATUBAS";17002
"313470 JACINTO";12041
"313480 JACUI";7454
"313490 JACUTINGA";22604
"313500 JAGUARACU";2971
"313505 JAIBA";33417
"313507 JAMPRUCA";5016
"313510 JANAUBA";66393
"313520 JANUARIA";65127
"313530 JAPARAIBA";3889
"313535 JAPONVAR";8284
"313540 JECEABA";5388
"313545 JENIPAPO DE MINAS";7086
"313550 JEQUERI";12799
"313560 JEQUITAI";7914
"313570 JEQUITIBA";5142
"313580 JEQUITINHONHA";23931
"313590 JESUANIA";4746
"313600 JOAIMA";14885
"313610 JOANESIA";5414
"313620 JOAO MONLEVADE";73328
"313630 JOAO PINHEIRO";44861
"313640 JOAQUIM FELICIO";4270
"313650 JORDANIA";10223
"313652 JOSE GONCALVES DE MINAS";4545
"313655 JOSE RAYDAN";4347
"313657 JOSENOPOLIS";4561
"313660 NOVA UNIAO";5499
"313665 JUATUBA";22083
"313670 JUIZ DE FORA";512651
"313680 JURAMENTO";4104
"313690 JURUAIA";9198
"313695 JUVENILIA";5697
"313700 LADAINHA";16927
"313710 LAGAMAR";7561
"313720 LAGOA DA PRATA";45563
"313730 LAGOA DOS PATOS";4206
"313740 LAGOA DOURADA";12220
"313750 LAGOA FORMOSA";17056
"313753 LAGOA GRANDE";8390
"313760 LAGOA SANTA";52299
"313770 LAJINHA";19535
"313780 LAMBARI";19473
"313790 LAMIM";3446
"313800 LARANJAL";6451
"313810 LASSANCE";6465
"313820 LAVRAS";91642
"313830 LEANDRO FERREIRA";3166
"313835 LEME DO PRADO";4778
"313840 LEOPOLDINA";50898
"313850 LIBERDADE";5322
"313860 LIMA DUARTE";15972
"313862 LIMEIRA DO OESTE";6807
"313865 LONTRA";8377
"313867 LUISBURGO";6226
"313868 LUISLANDIA";6389
"313870 LUMINARIAS";5386
"313880 LUZ";17362
"313890 MACHACALIS";6947
"313900 MACHADO";38460
"313910 MADRE DE DEUS DE MINAS";4873
"313920 MALACACHETA";18608
"313925 MAMONAS";6311
"313930 MANGA";19713
"313940 MANHUACU";79224
"313950 MANHUMIRIM";21215
"313960 MANTENA";26861
"313970 MARAVILHAS";7137
"313980 MAR DE ESPANHA";11670
"313990 MARIA DA FE";14148
"314000 MARIANA";53860
"314010 MARILAC";4211
"314015 MARIO CAMPOS";13180
"314020 MARIPA DE MINAS";2782
"314030 MARLIERIA";3983
"314040 MARMELOPOLIS";2954
"314050 MARTINHO CAMPOS";12511
"314053 MARTINS SOARES";7154
"314055 MATA VERDE";7852
"314060 MATERLANDIA";4570
"314070 MATEUS LEME";27765
"314080 MATIAS BARBOSA";13368
"314085 MATIAS CARDOSO";9956
"314090 MATIPO";17546
"314100 MATO VERDE";12644
"314110 MATOZINHOS";33838
"314120 MATUTINA";3749
"314130 MEDEIROS";3422
"314140 MEDINA";20955
"314150 MENDES PIMENTEL";6321
"314160 MERCES";10318
"314170 MESQUITA";6046
"314180 MINAS NOVAS";30622
"314190 MINDURI";3808
"314200 MIRABELA";12991
"314210 MIRADOURO";10164
"314220 MIRAI";13687
"314225 MIRAVANIA";4499
"314230 MOEDA";4673
"314240 MOEMA";6997
"314250 MONJOLOS";2333
"314260 MONSENHOR PAULO";8124
"314270 MONTALVANIA";15803
"314280 MONTE ALEGRE DE MINAS";19379
"314290 MONTE AZUL";21911
"314300 MONTE BELO";12782
"314310 MONTE CARMELO";45512
"314315 MONTE FORMOSO";4643
"314320 MONTE SANTO DE MINAS";21053
"314330 MONTES CLAROS";359009
"314340 MONTE SIAO";20996
"314345 MONTEZUMA";7440
"314350 MORADA NOVA DE MINAS";8172
"314360 MORRO DA GARCA";2653
"314370 MORRO DO PILAR";3390
"314380 MUNHOZ";6241
"314390 MURIAE";99972
"314400 MUTUM";26562
"314410 MUZAMBINHO";20309
"314420 NACIP RAYDAN";3109
"314430 NANUQUE";40590
"314435 NAQUE";6315
"314437 NATALANDIA";3256
"314440 NATERCIA";4610
"314450 NAZARENO";7919
"314460 NEPOMUCENO";25508
"314465 NINHEIRA";9801
"314467 NOVA BELEM";3727
"314470 NOVA ERA";17455
"314480 NOVA LIMA";80239
"314490 NOVA MODICA";3782
"314500 NOVA PONTE";12763
"314505 NOVA PORTEIRINHA";7370
"314510 NOVA RESENDE";15289
"314520 NOVA SERRANA";73230
"314530 NOVO CRUZEIRO";30583
"314535 NOVO ORIENTE DE MINAS";10284
"314537 NOVORIZONTE";4953
"314540 OLARIA";1973
"314545 OLHOS-D'AGUA";5255
"314550 OLIMPIO NORONHA";2532
"314560 OLIVEIRA";39335
"314570 OLIVEIRA FORTES";2103
"314580 ONCA DE PITANGUI";3053
"314585 ORATORIOS";4490
"314587 ORIZANIA";7269
"314590 OURO BRANCO";35157
"314600 OURO FINO";31362
"314610 OURO PRETO";69779
"314620 OURO VERDE DE MINAS";5988
"314625 PADRE CARVALHO";5827
"314630 PADRE PARAISO";18751
"314640 PAINEIRAS";4583
"314650 PAINS";7966
"314655 PAI PEDRO";5915
"314660 PAIVA";1556
"314670 PALMA";6524
"314675 PALMOPOLIS";6903
"314690 PAPAGAIOS";14059
"314700 PARACATU";84312
"314710 PARA DE MINAS";83617
"314720 PARAGUACU";20112
"314730 PARAISOPOLIS";19249
"314740 PARAOPEBA";22470
"314750 PASSABEM";1757
"314760 PASSA QUATRO";15465
"314770 PASSA TEMPO";8140
"314780 PASSA-VINTE";2060
"314790 PASSOS";105725
"314795 PATIS";5558
"314800 PATOS DE MINAS";138106
"314810 PATROCINIO";81710
"314820 PATROCINIO DO MURIAE";5280
"314830 PAULA CANDIDO";9224
"314840 PAULISTAS";4884
"314850 PAVAO";8512
"314860 PECANHA";17153
"314870 PEDRA AZUL";23702
"314875 PEDRA BONITA";6670
"314880 PEDRA DO ANTA";3362
"314890 PEDRA DO INDAIA";3862
"314900 PEDRA DOURADA";2185
"314910 PEDRALVA";11395
"314915 PEDRAS DE MARIA DA CRUZ";10292
"314920 PEDRINOPOLIS";3482
"314930 PEDRO LEOPOLDO";58487
"314940 PEDRO TEIXEIRA";1784
"314950 PEQUERI";3120
"314960 PEQUI";4067
"314970 PERDIGAO";8862
"314980 PERDIZES";14281
"314990 PERDOES";20005
"314995 PERIQUITO";7032
"315000 PESCADOR";4054
"315010 PIAU";2837
"315015 PIEDADE DE CARATINGA";7092
"315020 PIEDADE DE PONTE NOVA";4033
"315030 PIEDADE DO RIO GRANDE";4705
"315040 PIEDADE DOS GERAIS";4594
"315050 PIMENTA";8224
"315053 PINGO-D'AGUA";4414
"315057 PINTOPOLIS";7203
"315060 PIRACEMA";6364
"315070 PIRAJUBA";4616
"315080 PIRANGA";17150
"315090 PIRANGUCU";5177
"315100 PIRANGUINHO";7975
"315110 PIRAPETINGA";10347
"315120 PIRAPORA";52901
"315130 PIRAUBA";10813
"315140 PITANGUI";25100
"315150 PIUMHI";31476
"315160 PLANURA";10338
"315170 POCO FUNDO";15887
"315180 POCOS DE CALDAS";151748
"315190 POCRANE";8933
"315200 POMPEU";28849
"315210 PONTE NOVA";56552
"315213 PONTO CHIQUE";3951
"315217 PONTO DOS VOLANTES";11323
"315220 PORTEIRINHA";37439
"315230 PORTO FIRME";10392
"315240 POTE";15578
"315250 POUSO ALEGRE";129428
"315260 POUSO ALTO";6138
"315270 PRADOS";8324
"315280 PRATA";25099
"315290 PRATAPOLIS";8751
"315300 PRATINHA";3263
"315310 PRESIDENTE BERNARDES";5508
"315320 PRESIDENTE JUSCELINO";3900
"315330 PRESIDENTE KUBITSCHEK";2952
"315340 PRESIDENTE OLEGARIO";18437
"315350 ALTO JEQUITIBA";8267
"315360 PRUDENTE DE MORAIS";9566
"315370 QUARTEL GERAL";3283
"315380 QUELUZITO";1857
"315390 RAPOSOS";15340
"315400 RAUL SOARES";23682
"315410 RECREIO";10272
"315415 REDUTO";6564
"315420 RESENDE COSTA";10820
"315430 RESPLENDOR";16905
"315440 RESSAQUINHA";4663
"315445 RIACHINHO";7923
"315450 RIACHO DOS MACHADOS";9346
"315460 RIBEIRAO DAS NEVES";291821
"315470 RIBEIRAO VERMELHO";3813
"315480 RIO ACIMA";9082
"315490 RIO CASCA";14065
"315500 RIO DOCE";2458
"315510 RIO DO PRADO";5193
"315520 RIO ESPERA";6042
"315530 RIO MANSO";5259
"315540 RIO NOVO";8656
"315550 RIO PARANAIBA";11769
"315560 RIO PARDO DE MINAS";28996
"315570 RIO PIRACICABA";14095
"315580 RIO POMBA";16988
"315590 RIO PRETO";5239
"315600 RIO VERMELHO";13542
"315610 RITAPOLIS";4924
"315620 ROCHEDO DE MINAS";2114
"315630 RODEIRO";6817
"315640 ROMARIA";3572
"315645 ROSARIO DA LIMEIRA";4232
"315650 RUBELITA";7767
"315660 RUBIM";9873
"315670 SABARA";125990
"315680 SABINOPOLIS";15601
"315690 SACRAMENTO";23675
"315700 SALINAS";38982
"315710 SALTO DA DIVISA";6846
"315720 SANTA BARBARA";27784
"315725 SANTA BARBARA DO LESTE";7652
"315727 SANTA BARBARA DO MONTE VERDE";2777
"315730 SANTA BARBARA DO TUGURIO";4568
"315733 SANTA CRUZ DE MINAS";7859
"315737 SANTA CRUZ DE SALINAS";4389
"315740 SANTA CRUZ DO ESCALVADO";4977
"315750 SANTA EFIGENIA DE MINAS";4582
"315760 SANTA FE DE MINAS";3935
"315765 SANTA HELENA DE MINAS";6041
"315770 SANTA JULIANA";11293
"315780 SANTA LUZIA";202151
"315790 SANTA MARGARIDA";14991
"315800 SANTA MARIA DE ITABIRA";10485
"315810 SANTA MARIA DO SALTO";5262
"315820 SANTA MARIA DO SUACUI";13903
"315830 SANTANA DA VARGEM";7225
"315840 SANTANA DE CATAGUASES";3618
"315850 SANTANA DE PIRAPAMA";7952
"315860 SANTANA DO DESERTO";3836
"315870 SANTANA DO GARAMBEU";2214
"315880 SANTANA DO JACARE";4561
"315890 SANTANA DO MANHUACU";8545
"315895 SANTANA DO PARAISO";27191
"315900 SANTANA DO RIACHO";3959
"315910 SANTANA DOS MONTES";3803
"315920 SANTA RITA DE CALDAS";8972
"315930 SANTA RITA DE JACUTINGA";4968
"315935 SANTA RITA DE MINAS";6515
"315940 SANTA RITA DE IBITIPOCA";3581
"315950 SANTA RITA DO ITUETO";5692
"315960 SANTA RITA DO SAPUCAI";37404
"315970 SANTA ROSA DA SERRA";3198
"315980 SANTA VITORIA";17951
"315990 SANTO ANTONIO DO AMPARO";17282
"316000 SANTO ANTONIO DO AVENTUREIRO";3530
"316010 SANTO ANTONIO DO GRAMA";4073
"316020 SANTO ANTONIO DO ITAMBE";4130
"316030 SANTO ANTONIO DO JACINTO";11703
"316040 SANTO ANTONIO DO MONTE";25779
"316045 SANTO ANTONIO DO RETIRO";6949
"316050 SANTO ANTONIO DO RIO ABAIXO";1765
"316060 SANTO HIPOLITO";3211
"316070 SANTOS DUMONT";46127
"316080 SAO BENTO ABADE";4573
"316090 SAO BRAS DO SUACUI";3508
"316095 SAO DOMINGOS DAS DORES";5402
"316100 SAO DOMINGOS DO PRATA";17265
"316105 SAO FELIX DE MINAS";3369
"316110 SAO FRANCISCO";53558
"316120 SAO FRANCISCO DE PAULA";6447
"316130 SAO FRANCISCO DE SALES";5725
"316140 SAO FRANCISCO DO GLORIA";5148
"316150 SAO GERALDO";10203
"316160 SAO GERALDO DA PIEDADE";4372
"316165 SAO GERALDO DO BAIXIO";3481
"316170 SAO GONCALO DO ABAETE";6233
"316180 SAO GONCALO DO PARA";10373
"316190 SAO GONCALO DO RIO ABAIXO";9765
"316200 SAO GONCALO DO SAPUCAI";23781
"316210 SAO GOTARDO";31684
"316220 SAO JOAO BATISTA DO GLORIA";6839
"316225 SAO JOAO DA LAGOA";4648
"316230 SAO JOAO DA MATA";2718
"316240 SAO JOAO DA PONTE";25244
"316245 SAO JOAO DAS MISSOES";11689
"316250 SAO JOAO DEL REI";83905
"316255 SAO JOAO DO MANHUACU";10232
"316257 SAO JOAO DO MANTENINHA";5156
"316260 SAO JOAO DO ORIENTE";7864
"316265 SAO JOAO DO PACUI";4043
"316270 SAO JOAO DO PARAISO";22258
"316280 SAO JOAO EVANGELISTA";15465
"316290 SAO JOAO NEPOMUCENO";24895
"316292 SAO JOAQUIM DE BICAS";23238
"316294 SAO JOSE DA BARRA";6746
"316295 SAO JOSE DA LAPA";19726
"316300 SAO JOSE DA SAFIRA";4071
"316310 SAO JOSE DA VARGINHA";4191
"316320 SAO JOSE DO ALEGRE";3989
"316330 SAO JOSE DO DIVINO";3783
"316340 SAO JOSE DO GOIABAL";5594
"316350 SAO JOSE DO JACURI";6531
"316360 SAO JOSE DO MANTIMENTO";2574
"316370 SAO LOURENCO";41342
"316380 SAO MIGUEL DO ANTA";6748
"316390 SAO PEDRO DA UNIAO";5009
"316400 SAO PEDRO DOS FERROS";8303
"316410 SAO PEDRO DO SUACUI";5545
"316420 SAO ROMAO";10194
"316430 SAO ROQUE DE MINAS";6614
"316440 SAO SEBASTIAO DA BELA VISTA";4909
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";2793
"316447 SAO SEBASTIAO DO ANTA";5733
"316450 SAO SEBASTIAO DO MARANHAO";10594
"316460 SAO SEBASTIAO DO OESTE";5778
"316470 SAO SEBASTIAO DO PARAISO";64618
"316480 SAO SEBASTIAO DO RIO PRETO";1606
"316490 SAO SEBASTIAO DO RIO VERDE";2105
"316500 SAO TIAGO";10524
"316510 SAO TOMAS DE AQUINO";7053
"316520 SAO THOME DAS LETRAS";6575
"316530 SAO VICENTE DE MINAS";6988
"316540 SAPUCAI-MIRIM";6222
"316550 SARDOA";5565
"316553 SARZEDO";25772
"316555 SETUBINHA";10844
"316556 SEM-PEIXE";2845
"316557 SENADOR AMARAL";5204
"316560 SENADOR CORTES";1987
"316570 SENADOR FIRMINO";7187
"316580 SENADOR JOSE BENTO";1865
"316590 SENADOR MODESTINO GONCALVES";4542
"316600 SENHORA DE OLIVEIRA";5660
"316610 SENHORA DO PORTO";3487
"316620 SENHORA DOS REMEDIOS";10178
"316630 SERICITA";7123
"316640 SERITINGA";1787
"316650 SERRA AZUL DE MINAS";4208
"316660 SERRA DA SAUDADE";812
"316670 SERRA DOS AIMORES";8391
"316680 SERRA DO SALITRE";10496
"316690 SERRANIA";7496
"316695 SERRANOPOLIS DE MINAS";4419
"316700 SERRANOS";1986
"316710 SERRO";20684
"316720 SETE LAGOAS";213064
"316730 SILVEIRANIA";2189
"316740 SILVIANOPOLIS";5981
"316750 SIMAO PEREIRA";2536
"316760 SIMONESIA";18218
"316770 SOBRALIA";5820
"316780 SOLEDADE DE MINAS";5580
"316790 TABULEIRO";4070
"316800 TAIOBEIRAS";30789
"316805 TAPARUBA";3134
"316810 TAPIRA";4099
"316820 TAPIRAI";1871
"316830 TAQUARACU DE MINAS";3763
"316840 TARUMIRIM";14193
"316850 TEIXEIRAS";11290
"316860 TEOFILO OTONI";133101
"316870 TIMOTEO";81011
"316880 TIRADENTES";6869
"316890 TIROS";6827
"316900 TOCANTINS";15746
"316905 TOCOS DO MOJI";3948
"316910 TOLEDO";5717
"316920 TOMBOS";9480
"316930 TRES CORACOES";71830
"316935 TRES MARIAS";28138
"316940 TRES PONTAS";53672
"316950 TUMIRITINGA";6274
"316960 TUPACIGUARA";23877
"316970 TURMALINA";17966
"316980 TURVOLANDIA";4608
"316990 UBA";100997
"317000 UBAI";11624
"317005 UBAPORANGA";12023
"317010 UBERABA";292484
"317020 UBERLANDIA";600575
"317030 UMBURATIBA";2688
"317040 UNAI";76396
"317043 UNIAO DE MINAS";4333
"317047 URUANA DE MINAS";3156
"317050 URUCANIA";10269
"317052 URUCUIA";13573
"317057 VARGEM ALEGRE";6432
"317060 VARGEM BONITA";2154
"317065 VARGEM GRANDE DO RIO PARDO";4731
"317070 VARGINHA";122619
"317075 VARJAO DE MINAS";6012
"317080 VARZEA DA PALMA";35694
"317090 VARZELANDIA";19067
"317100 VAZANTE";19577
"317103 VERDELANDIA";8276
"317107 VEREDINHA";5533
"317110 VERISSIMO";3247
"317115 VERMELHO NOVO";4682
"317120 VESPASIANO";104048
"317130 VICOSA";71900
"317140 VIEIRAS";3723
"317150 MATHIAS LOBATO";3370
"317160 VIRGEM DA LAPA";13597
"317170 VIRGINIA";8571
"317180 VIRGINOPOLIS";10492
"317190 VIRGOLANDIA";5644
"317200 VISCONDE DO RIO BRANCO";37849
"317210 VOLTA GRANDE";5044
"317220 WENCESLAU BRAZ";2547
"320010 AFONSO CLAUDIO";30939
"320013 AGUIA BRANCA";9391
"320016 AGUA DOCE DO NORTE";11722
"320020 ALEGRE";30608
"320030 ALFREDO CHAVES";13943
"320035 ALTO RIO NOVO";7311
"320040 ANCHIETA";23796
"320050 APIACA";7508
"320060 ARACRUZ";81416
"320070 ATILIO VIVACQUA";9803
"320080 BAIXO GUANDU";28889
"320090 BARRA DE SAO FRANCISCO";40087
"320100 BOA ESPERANCA";14072
"320110 BOM JESUS DO NORTE";9385
"320115 BREJETUBA";11872
"320120 CACHOEIRO DE ITAPEMIRIM";188735
"320130 CARIACICA";347515
"320140 CASTELO";34665
"320150 COLATINA";110882
"320160 CONCEICAO DA BARRA";28352
"320170 CONCEICAO DO CASTELO";11636
"320180 DIVINO DE SAO LOURENCO";4503
"320190 DOMINGOS MARTINS";31697
"320200 DORES DO RIO PRETO";6378
"320210 ECOPORANGA";22660
"320220 FUNDAO";16846
"320225 GOVERNADOR LINDENBERG";10850
"320230 GUACUI";27652
"320240 GUARAPARI";104655
"320245 IBATIBA";22311
"320250 IBIRACU";11170
"320255 IBITIRAMA";8939
"320260 ICONHA";12482
"320265 IRUPI";11628
"320270 ITAGUACU";14104
"320280 ITAPEMIRIM";30895
"320290 ITARANA";10863
"320300 IUNA";27264
"320305 JAGUARE";24597
"320310 JERONIMO MONTEIRO";10848
"320313 JOAO NEIVA";15772
"320316 LARANJA DA TERRA";10800
"320320 LINHARES";139696
"320330 MANTENOPOLIS";13394
"320332 MARATAIZES";34019
"320334 MARECHAL FLORIANO";14196
"320335 MARILANDIA";11096
"320340 MIMOSO DO SUL";25715
"320350 MONTANHA";17717
"320360 MUCURICI";5641
"320370 MUNIZ FREIRE";18375
"320380 MUQUI";14304
"320390 NOVA VENECIA";45661
"320400 PANCAS";21506
"320405 PEDRO CANARIO";23726
"320410 PINHEIROS";23813
"320420 PIUMA";18019
"320425 PONTO BELO";6908
"320430 PRESIDENTE KENNEDY";10249
"320435 RIO BANANAL";17480
"320440 RIO NOVO DO SUL";11309
"320450 SANTA LEOPOLDINA";12199
"320455 SANTA MARIA DE JETIBA";34122
"320460 SANTA TERESA";21779
"320465 SAO DOMINGOS DO NORTE";7974
"320470 SAO GABRIEL DA PALHA";31647
"320480 SAO JOSE DO CALCADO";10351
"320490 SAO MATEUS";108398
"320495 SAO ROQUE DO CANAA";11242
"320500 SERRA";407587
"320501 SOORETAMA";23789
"320503 VARGEM ALTA";19033
"320506 VENDA NOVA DO IMIGRANTE";20413
"320510 VIANA";62407
"320515 VILA PAVAO";8621
"320517 VILA VALERIO";13791
"320520 VILA VELHA";411527
"320530 VITORIA";325495
"330010 ANGRA DOS REIS";168844
"330015 APERIBE";10181
"330020 ARARUAMA";111394
"330022 AREAL";11387
"330023 ARMACAO DOS BUZIOS";27347
"330025 ARRAIAL DO CABO";27593
"330030 BARRA DO PIRAI";94482
"330040 BARRA MANSA";177458
"330045 BELFORD ROXO";468844
"330050 BOM JARDIM";25156
"330060 BOM JESUS DO ITABAPOANA";35163
"330070 CABO FRIO";185274
"330080 CACHOEIRAS DE MACACU";54181
"330090 CAMBUCI";14776
"330093 CARAPEBUS";13312
"330095 COMENDADOR LEVY GASPARIAN";8162
"330100 CAMPOS DOS GOYTACAZES";460853
"330110 CANTAGALO";19737
"330115 CARDOSO MOREIRA";12472
"330120 CARMO";17190
"330130 CASIMIRO DE ABREU";35165
"330140 CONCEICAO DE MACABU";21017
"330150 CORDEIRO";20410
"330160 DUAS BARRAS";10894
"330170 DUQUE DE CAXIAS";853747
"330180 ENGENHEIRO PAULO DE FRONTIN";13161
"330185 GUAPIMIRIM";51375
"330187 IGUABA GRANDE";22816
"330190 ITABORAI";217549
"330200 ITAGUAI";108873
"330205 ITALVA";14046
"330210 ITAOCARA";22778
"330220 ITAPERUNA";94967
"330225 ITATIAIA";28618
"330227 JAPERI";93235
"330230 LAJE DO MURIAE";7457
"330240 MACAE";205996
"330245 MACUCO";5263
"330250 MAGE";226137
"330260 MANGARATIBA";36284
"330270 MARICA";127117
"330280 MENDES";17900
"330285 MESQUITA";168259
"330290 MIGUEL PEREIRA";24512
"330300 MIRACEMA";26757
"330310 NATIVIDADE";15008
"330320 NILOPOLIS";157242
"330330 NITEROI";483053
"330340 NOVA FRIBURGO";181139
"330350 NOVA IGUACU";795185
"330360 PARACAMBI";45915
"330370 PARAIBA DO SUL";40921
